DATE,DCPF3M,IR3TCD01USM156N,IR3TED01USM156N,SNDR,BAMLC1A0C13YEY,TB3MS,BSBY_proxy_3M,TED_new
4/1/2021,0.11,0.11,0.18,0.060952545,0.69,0.02,0.231595255,0.211595255
4/2/2021,0.11,0.11,0.18,0.060952545,0.69,0.02,0.231595255,0.211595255
4/5/2021,0.11,0.11,0.18,0.060952545,0.69,0.02,0.231595255,0.211595255
4/6/2021,0.11,0.11,0.18,0.060952545,0.67,0.02,0.227595255,0.207595255
4/7/2021,0.11,0.11,0.18,0.060952545,0.66,0.02,0.225595255,0.205595255
4/8/2021,0.12,0.11,0.18,0.060952545,0.66,0.02,0.229095255,0.209095255
4/9/2021,0.12,0.11,0.18,0.060952545,0.67,0.02,0.231095255,0.211095255
4/12/2021,0.12,0.11,0.18,0.060952545,0.67,0.02,0.231095255,0.211095255
4/13/2021,0.06,0.11,0.18,0.060952545,0.65,0.02,0.206095255,0.186095255
4/14/2021,0.12,0.11,0.18,0.060952545,0.65,0.02,0.227095255,0.207095255
4/15/2021,0.14,0.11,0.18,0.060952545,0.65,0.02,0.234095255,0.214095255
4/16/2021,0.14,0.11,0.18,0.060952545,0.66,0.02,0.236095255,0.216095255
4/19/2021,0.1,0.11,0.18,0.060952545,0.65,0.02,0.220095255,0.200095255
4/20/2021,0.14,0.11,0.18,0.060952545,0.65,0.02,0.234095255,0.214095255
4/21/2021,0.11,0.11,0.18,0.060952545,0.64,0.02,0.221595255,0.201595255
4/22/2021,0.12,0.11,0.18,0.060952545,0.64,0.02,0.225095255,0.205095255
4/23/2021,0.12,0.11,0.18,0.060952545,0.65,0.02,0.227095255,0.207095255
4/26/2021,0.11,0.11,0.18,0.060952545,0.65,0.02,0.223595255,0.203595255
4/27/2021,0.11,0.11,0.18,0.060952545,0.65,0.02,0.223595255,0.203595255
4/28/2021,0.04,0.11,0.18,0.060952545,0.63,0.02,0.195095255,0.175095255
4/29/2021,0.11,0.11,0.18,0.060952545,0.64,0.02,0.221595255,0.201595255
4/30/2021,0.11,0.11,0.18,0.060952545,0.65,0.02,0.223595255,0.203595255
5/1/2021,0.11,0.1,0.16,0.06,0.65,0.02,0.2185,0.1985
5/3/2021,0.12,0.1,0.16,0.06,0.64,0.02,0.22,0.2
5/4/2021,0.12,0.1,0.16,0.06,0.64,0.02,0.22,0.2
5/5/2021,0.11,0.1,0.16,0.06,0.63,0.02,0.2145,0.1945
5/6/2021,0.11,0.1,0.16,0.06,0.63,0.02,0.2145,0.1945
5/7/2021,0.15,0.1,0.16,0.06,0.61,0.02,0.2245,0.2045
5/10/2021,0.11,0.1,0.16,0.06,0.61,0.02,0.2105,0.1905
5/11/2021,0.1,0.1,0.16,0.06,0.62,0.02,0.209,0.189
5/12/2021,0.08,0.1,0.16,0.06,0.63,0.02,0.204,0.184
5/13/2021,0.09,0.1,0.16,0.06,0.62,0.02,0.2055,0.1855
5/14/2021,0.12,0.1,0.16,0.06,0.61,0.02,0.214,0.194
5/17/2021,0.12,0.1,0.16,0.06,0.6,0.02,0.212,0.192
5/18/2021,0.08,0.1,0.16,0.06,0.6,0.02,0.198,0.178
5/19/2021,0.09,0.1,0.16,0.06,0.61,0.02,0.2035,0.1835
5/20/2021,0.09,0.1,0.16,0.06,0.59,0.02,0.1995,0.1795
5/21/2021,0.09,0.1,0.16,0.06,0.6,0.02,0.2015,0.1815
5/24/2021,0.08,0.1,0.16,0.06,0.58,0.02,0.194,0.174
5/25/2021,0.08,0.1,0.16,0.06,0.57,0.02,0.192,0.172
5/26/2021,0.09,0.1,0.16,0.06,0.56,0.02,0.1935,0.1735
5/27/2021,0.09,0.1,0.16,0.06,0.57,0.02,0.1955,0.1755
5/28/2021,0.08,0.1,0.16,0.06,0.56,0.02,0.19,0.17
5/31/2021,0.08,0.1,0.16,0.06,0.58,0.02,0.194,0.174
6/1/2021,0.09,0.09,0.16,0.06,0.58,0.04,0.1955,0.1555
6/2/2021,0.09,0.09,0.16,0.06,0.58,0.04,0.1955,0.1555
6/3/2021,0.09,0.09,0.16,0.06,0.6,0.04,0.1995,0.1595
6/4/2021,0.09,0.09,0.16,0.06,0.59,0.04,0.1975,0.1575
6/7/2021,0.07,0.09,0.16,0.06,0.59,0.04,0.1905,0.1505
6/8/2021,0.08,0.09,0.16,0.06,0.58,0.04,0.192,0.152
6/9/2021,0.09,0.09,0.16,0.06,0.58,0.04,0.1955,0.1555
6/10/2021,0.09,0.09,0.16,0.06,0.58,0.04,0.1955,0.1555
6/11/2021,0.08,0.09,0.16,0.06,0.58,0.04,0.192,0.152
6/14/2021,0.07,0.09,0.16,0.06,0.59,0.04,0.1905,0.1505
6/15/2021,0.06,0.09,0.16,0.06,0.59,0.04,0.187,0.147
6/16/2021,0.07,0.09,0.16,0.06,0.63,0.04,0.1985,0.1585
6/17/2021,0.07,0.09,0.16,0.06,0.64,0.04,0.2005,0.1605
6/18/2021,0.07,0.09,0.16,0.06,0.68,0.04,0.2085,0.1685
6/21/2021,0.07,0.09,0.16,0.06,0.67,0.04,0.2065,0.1665
6/22/2021,0.1,0.09,0.16,0.06,0.65,0.04,0.213,0.173
6/23/2021,0.09,0.09,0.16,0.06,0.66,0.04,0.2115,0.1715
6/24/2021,0.12,0.09,0.16,0.06,0.67,0.04,0.224,0.184
6/25/2021,0.11,0.09,0.16,0.06,0.68,0.04,0.2225,0.1825
6/28/2021,0.12,0.09,0.16,0.06,0.65,0.04,0.22,0.18
6/29/2021,0.11,0.09,0.16,0.06,0.64,0.04,0.2145,0.1745
6/30/2021,0.1,0.09,0.16,0.06,0.66,0.04,0.215,0.175
7/1/2021,0.12,0.1,0.16,0.06,0.68,0.05,0.228,0.178
7/2/2021,0.1,0.1,0.16,0.06,0.66,0.05,0.217,0.167
7/5/2021,0.1,0.1,0.16,0.06,0.65,0.05,0.215,0.165
7/6/2021,0.11,0.1,0.16,0.06,0.63,0.05,0.2145,0.1645
7/7/2021,0.11,0.1,0.16,0.06,0.62,0.05,0.2125,0.1625
7/8/2021,0.11,0.1,0.16,0.06,0.61,0.05,0.2105,0.1605
7/9/2021,0.11,0.1,0.16,0.06,0.64,0.05,0.2165,0.1665
7/12/2021,0.11,0.1,0.16,0.06,0.64,0.05,0.2165,0.1665
7/13/2021,0.11,0.1,0.16,0.06,0.68,0.05,0.2245,0.1745
7/14/2021,0.11,0.1,0.16,0.06,0.65,0.05,0.2185,0.1685
7/15/2021,0.11,0.1,0.16,0.06,0.65,0.05,0.2185,0.1685
7/16/2021,0.08,0.1,0.16,0.06,0.65,0.05,0.208,0.158
7/19/2021,0.08,0.1,0.16,0.06,0.63,0.05,0.204,0.154
7/20/2021,0.11,0.1,0.16,0.06,0.63,0.05,0.2145,0.1645
7/21/2021,0.11,0.1,0.16,0.06,0.64,0.05,0.2165,0.1665
7/22/2021,0.11,0.1,0.16,0.06,0.64,0.05,0.2165,0.1665
7/23/2021,0.11,0.1,0.16,0.06,0.63,0.05,0.2145,0.1645
7/26/2021,0.11,0.1,0.16,0.06,0.64,0.05,0.2165,0.1665
7/27/2021,0.11,0.1,0.16,0.06,0.62,0.05,0.2125,0.1625
7/28/2021,0.09,0.1,0.16,0.06,0.63,0.05,0.2075,0.1575
7/29/2021,0.08,0.1,0.16,0.06,0.61,0.05,0.2,0.15
7/30/2021,0.09,0.1,0.16,0.06,0.59,0.05,0.1995,0.1495
7/31/2021,0.09,0.1,0.16,0.06,0.61,0.05,0.2035,0.1535
8/1/2021,0.09,0.1,0.16,0.06,0.61,0.05,0.2035,0.1535
8/2/2021,0.11,0.1,0.16,0.06,0.6,0.05,0.2085,0.1585
8/3/2021,0.15,0.1,0.16,0.06,0.6,0.05,0.2225,0.1725
8/4/2021,0.09,0.1,0.16,0.06,0.62,0.05,0.2055,0.1555
8/5/2021,0.09,0.1,0.16,0.06,0.64,0.05,0.2095,0.1595
8/6/2021,0.09,0.1,0.16,0.06,0.65,0.05,0.2115,0.1615
8/9/2021,0.11,0.1,0.16,0.06,0.65,0.05,0.2185,0.1685
8/10/2021,0.11,0.1,0.16,0.06,0.67,0.05,0.2225,0.1725
8/11/2021,0.11,0.1,0.16,0.06,0.66,0.05,0.2205,0.1705
8/12/2021,0.1,0.1,0.16,0.06,0.68,0.05,0.221,0.171
8/13/2021,0.1,0.1,0.16,0.06,0.65,0.05,0.215,0.165
8/16/2021,0.1,0.1,0.16,0.06,0.64,0.05,0.213,0.163
8/17/2021,0.1,0.1,0.16,0.06,0.65,0.05,0.215,0.165
8/18/2021,0.1,0.1,0.16,0.06,0.66,0.05,0.217,0.167
8/19/2021,0.1,0.1,0.16,0.06,0.67,0.05,0.219,0.169
8/20/2021,0.09,0.1,0.16,0.06,0.68,0.05,0.2175,0.1675
8/23/2021,0.09,0.1,0.16,0.06,0.66,0.05,0.2135,0.1635
8/24/2021,0.08,0.1,0.16,0.06,0.66,0.05,0.21,0.16
8/25/2021,0.08,0.1,0.16,0.06,0.66,0.05,0.21,0.16
8/26/2021,0.09,0.1,0.16,0.06,0.66,0.05,0.2135,0.1635
8/27/2021,0.09,0.1,0.16,0.06,0.63,0.05,0.2075,0.1575
8/30/2021,0.1,0.1,0.16,0.06,0.61,0.05,0.207,0.157
8/31/2021,0.09,0.1,0.16,0.06,0.63,0.05,0.2075,0.1575
9/1/2021,0.09,0.1,0.16,0.06,0.63,0.04,0.2075,0.1675
9/2/2021,0.1,0.1,0.16,0.06,0.64,0.04,0.213,0.173
9/3/2021,0.1,0.1,0.16,0.06,0.64,0.04,0.213,0.173
9/6/2021,0.1,0.1,0.16,0.06,0.63,0.04,0.211,0.171
9/7/2021,0.09,0.1,0.16,0.06,0.64,0.04,0.2095,0.1695
9/8/2021,0.09,0.1,0.16,0.06,0.64,0.04,0.2095,0.1695
9/9/2021,0.09,0.1,0.16,0.06,0.63,0.04,0.2075,0.1675
9/10/2021,0.09,0.1,0.16,0.06,0.64,0.04,0.2095,0.1695
9/13/2021,0.09,0.1,0.16,0.06,0.63,0.04,0.2075,0.1675
9/14/2021,0.08,0.1,0.16,0.06,0.62,0.04,0.202,0.162
9/15/2021,0.08,0.1,0.16,0.06,0.62,0.04,0.202,0.162
9/16/2021,0.1,0.1,0.16,0.06,0.64,0.04,0.213,0.173
9/17/2021,0.1,0.1,0.16,0.06,0.64,0.04,0.213,0.173
9/20/2021,0.1,0.1,0.16,0.06,0.63,0.04,0.211,0.171
9/21/2021,0.1,0.1,0.16,0.06,0.63,0.04,0.211,0.171
9/22/2021,0.1,0.1,0.16,0.06,0.65,0.04,0.215,0.175
9/23/2021,0.1,0.1,0.16,0.06,0.67,0.04,0.219,0.179
9/24/2021,0.09,0.1,0.16,0.06,0.68,0.04,0.2175,0.1775
9/27/2021,0.1,0.1,0.16,0.06,0.67,0.04,0.219,0.179
9/28/2021,0.1,0.1,0.16,0.06,0.67,0.04,0.219,0.179
9/29/2021,0.14,0.1,0.16,0.06,0.67,0.04,0.233,0.193
9/30/2021,0.1,0.1,0.16,0.06,0.7,0.04,0.225,0.185
10/1/2021,0.1,0.11,0.16,0.06,0.67,0.05,0.221,0.171
10/4/2021,0.1,0.11,0.16,0.06,0.68,0.05,0.223,0.173
10/5/2021,0.1,0.11,0.16,0.06,0.69,0.05,0.225,0.175
10/6/2021,0.11,0.11,0.16,0.06,0.71,0.05,0.2325,0.1825
10/7/2021,0.1,0.11,0.16,0.06,0.73,0.05,0.233,0.183
10/8/2021,0.1,0.11,0.16,0.06,0.75,0.05,0.237,0.187
10/11/2021,0.1,0.11,0.16,0.06,0.74,0.05,0.235,0.185
10/12/2021,0.1,0.11,0.16,0.06,0.77,0.05,0.241,0.191
10/13/2021,0.1,0.11,0.16,0.06,0.79,0.05,0.245,0.195
10/14/2021,0.12,0.11,0.16,0.06,0.77,0.05,0.248,0.198
10/15/2021,0.11,0.11,0.16,0.06,0.81,0.05,0.2525,0.2025
10/18/2021,0.11,0.11,0.16,0.06,0.84,0.05,0.2585,0.2085
10/19/2021,0.11,0.11,0.16,0.06,0.82,0.05,0.2545,0.2045
10/20/2021,0.11,0.11,0.16,0.06,0.81,0.05,0.2525,0.2025
10/21/2021,0.13,0.11,0.16,0.06,0.88,0.05,0.2735,0.2235
10/22/2021,0.13,0.11,0.16,0.06,0.9,0.05,0.2775,0.2275
10/25/2021,0.13,0.11,0.16,0.06,0.87,0.05,0.2715,0.2215
10/26/2021,0.1,0.11,0.16,0.06,0.88,0.05,0.263,0.213
10/27/2021,0.11,0.11,0.16,0.06,0.88,0.05,0.2665,0.2165
10/28/2021,0.12,0.11,0.16,0.06,0.91,0.05,0.276,0.226
10/29/2021,0.11,0.11,0.16,0.06,0.9,0.05,0.2705,0.2205
10/31/2021,0.11,0.11,0.16,0.06,0.93,0.05,0.2765,0.2265
11/1/2021,0.13,0.14,0.16,0.06,0.96,0.05,0.2955,0.2455
11/2/2021,0.17,0.14,0.16,0.06,0.9,0.05,0.2975,0.2475
11/3/2021,0.11,0.14,0.16,0.06,0.93,0.05,0.2825,0.2325
11/4/2021,0.13,0.14,0.16,0.06,0.87,0.05,0.2775,0.2275
11/5/2021,0.11,0.14,0.16,0.06,0.84,0.05,0.2645,0.2145
11/8/2021,0.13,0.14,0.16,0.06,0.88,0.05,0.2795,0.2295
11/9/2021,0.16,0.14,0.16,0.06,0.85,0.05,0.284,0.234
11/10/2021,0.12,0.14,0.16,0.06,0.95,0.05,0.29,0.24
11/11/2021,0.12,0.14,0.16,0.06,0.95,0.05,0.29,0.24
11/12/2021,0.13,0.14,0.16,0.06,0.98,0.05,0.2995,0.2495
11/15/2021,0.15,0.14,0.16,0.06,0.99,0.05,0.3085,0.2585
11/16/2021,0.15,0.14,0.16,0.06,1,0.05,0.3105,0.2605
11/17/2021,0.13,0.14,0.16,0.06,0.99,0.05,0.3015,0.2515
11/18/2021,0.14,0.14,0.16,0.06,0.99,0.05,0.305,0.255
11/19/2021,0.14,0.14,0.16,0.06,1,0.05,0.307,0.257
11/22/2021,0.14,0.14,0.16,0.06,1.07,0.05,0.321,0.271
11/23/2021,0.15,0.14,0.16,0.06,1.07,0.05,0.3245,0.2745
11/24/2021,0.12,0.14,0.16,0.06,1.11,0.05,0.322,0.272
11/25/2021,0.12,0.14,0.16,0.06,1.11,0.05,0.322,0.272
11/26/2021,0.15,0.14,0.16,0.06,1.03,0.05,0.3165,0.2665
11/29/2021,0.15,0.14,0.16,0.06,1.03,0.05,0.3165,0.2665
11/30/2021,0.21,0.14,0.16,0.06,1.08,0.05,0.3475,0.2975
12/1/2021,0.15,0.17,0.16,0.06,1.11,0.06,0.3385,0.2785
12/2/2021,0.21,0.17,0.16,0.06,1.18,0.06,0.3735,0.3135
12/3/2021,0.17,0.17,0.16,0.06,1.13,0.06,0.3495,0.2895
12/6/2021,0.17,0.17,0.16,0.06,1.17,0.06,0.3575,0.2975
12/7/2021,0.16,0.17,0.16,0.06,1.2,0.06,0.36,0.3
12/8/2021,0.16,0.17,0.16,0.06,1.2,0.06,0.36,0.3
12/9/2021,0.16,0.17,0.16,0.06,1.21,0.06,0.362,0.302
12/10/2021,0.17,0.17,0.16,0.06,1.19,0.06,0.3615,0.3015
12/13/2021,0.17,0.17,0.16,0.06,1.18,0.06,0.3595,0.2995
12/14/2021,0.17,0.17,0.16,0.06,1.19,0.06,0.3615,0.3015
12/15/2021,0.13,0.17,0.16,0.06,1.22,0.06,0.3535,0.2935
12/16/2021,0.17,0.17,0.16,0.06,1.15,0.06,0.3535,0.2935
12/17/2021,0.17,0.17,0.16,0.06,1.17,0.06,0.3575,0.2975
12/20/2021,0.22,0.17,0.16,0.06,1.16,0.06,0.373,0.313
12/21/2021,0.18,0.17,0.16,0.06,1.19,0.06,0.365,0.305
12/22/2021,0.18,0.17,0.16,0.06,1.18,0.06,0.363,0.303
12/23/2021,0.18,0.17,0.16,0.06,1.19,0.06,0.365,0.305
12/24/2021,0.18,0.17,0.16,0.06,1.19,0.06,0.365,0.305
12/27/2021,0.18,0.17,0.16,0.06,1.2,0.06,0.367,0.307
12/28/2021,0.18,0.17,0.16,0.06,1.18,0.06,0.363,0.303
12/29/2021,0.18,0.17,0.16,0.06,1.18,0.06,0.363,0.303
12/30/2021,0.13,0.17,0.16,0.06,1.17,0.06,0.3435,0.2835
12/31/2021,0.13,0.17,0.16,0.06,1.21,0.06,0.3515,0.2915
1/1/2022,0.13,0.22,0.16,0.06,1.21,0.15,0.3615,0.2115
1/3/2022,0.14,0.22,0.16,0.06,1.26,0.15,0.375,0.225
1/4/2022,0.14,0.22,0.16,0.06,1.24,0.15,0.371,0.221
1/5/2022,0.18,0.22,0.16,0.06,1.28,0.15,0.393,0.243
1/6/2022,0.16,0.22,0.16,0.06,1.33,0.15,0.396,0.246
1/7/2022,0.18,0.22,0.16,0.06,1.32,0.15,0.401,0.251
1/10/2022,0.2,0.22,0.16,0.06,1.35,0.15,0.414,0.264
1/11/2022,0.21,0.22,0.16,0.06,1.34,0.15,0.4155,0.2655
1/12/2022,0.17,0.22,0.16,0.06,1.35,0.15,0.4035,0.2535
1/13/2022,0.21,0.22,0.16,0.06,1.34,0.15,0.4155,0.2655
1/14/2022,0.21,0.22,0.16,0.06,1.41,0.15,0.4295,0.2795
1/17/2022,0.21,0.22,0.16,0.06,1.4,0.15,0.4275,0.2775
1/18/2022,0.23,0.22,0.16,0.06,1.48,0.15,0.4505,0.3005
1/19/2022,0.22,0.22,0.16,0.06,1.47,0.15,0.445,0.295
1/20/2022,0.22,0.22,0.16,0.06,1.49,0.15,0.449,0.299
1/21/2022,0.23,0.22,0.16,0.06,1.46,0.15,0.4465,0.2965
1/24/2022,0.23,0.22,0.16,0.06,1.44,0.15,0.4425,0.2925
1/25/2022,0.29,0.22,0.16,0.06,1.47,0.15,0.4695,0.3195
1/26/2022,0.24,0.22,0.16,0.06,1.52,0.15,0.462,0.312
1/27/2022,0.3,0.22,0.16,0.06,1.63,0.15,0.505,0.355
1/28/2022,0.3,0.22,0.16,0.06,1.64,0.15,0.507,0.357
1/31/2022,0.3,0.22,0.16,0.06,1.71,0.15,0.521,0.371
2/1/2022,0.22,0.38,0.16,0.06,1.69,0.33,0.521,0.191
2/2/2022,0.29,0.38,0.16,0.06,1.68,0.33,0.5435,0.2135
2/3/2022,0.29,0.38,0.16,0.06,1.7,0.33,0.5475,0.2175
2/4/2022,0.29,0.38,0.16,0.06,1.82,0.33,0.5715,0.2415
2/7/2022,0.29,0.38,0.16,0.06,1.8,0.33,0.5675,0.2375
2/8/2022,0.36,0.38,0.16,0.06,1.83,0.33,0.598,0.268
2/9/2022,0.36,0.38,0.16,0.06,1.84,0.33,0.6,0.27
2/10/2022,0.36,0.38,0.16,0.06,2.02,0.33,0.636,0.306
2/11/2022,0.36,0.38,0.16,0.06,2,0.33,0.632,0.302
2/14/2022,0.36,0.38,0.16,0.06,2.07,0.33,0.646,0.316
2/15/2022,0.36,0.38,0.16,0.06,2.06,0.33,0.644,0.314
2/16/2022,0.36,0.38,0.16,0.06,2.05,0.33,0.642,0.312
2/17/2022,0.42,0.38,0.16,0.06,2.03,0.33,0.659,0.329
2/18/2022,0.39,0.38,0.16,0.06,2.03,0.33,0.6485,0.3185
2/21/2022,0.39,0.38,0.16,0.06,2.04,0.33,0.6505,0.3205
2/22/2022,0.4,0.38,0.16,0.06,2.12,0.33,0.67,0.34
2/23/2022,0.42,0.38,0.16,0.06,2.15,0.33,0.683,0.353
2/24/2022,0.44,0.38,0.16,0.06,2.18,0.33,0.696,0.366
2/25/2022,0.42,0.38,0.16,0.06,2.21,0.33,0.695,0.365
2/28/2022,0.49,0.38,0.16,0.06,2.21,0.33,0.7195,0.3895
3/1/2022,0.54,0.73,0.16,0.06,2.13,0.44,0.791,0.351
3/2/2022,0.53,0.73,0.16,0.06,2.33,0.44,0.8275,0.3875
3/3/2022,0.62,0.73,0.16,0.06,2.35,0.44,0.863,0.423
3/4/2022,1.12,0.73,0.16,0.06,2.34,0.44,1.036,0.596
3/7/2022,0.72,0.73,0.16,0.06,2.43,0.44,0.914,0.474
3/8/2022,0.53,0.73,0.16,0.06,2.59,0.44,0.8795,0.4395
3/9/2022,0.49,0.73,0.16,0.06,2.62,0.44,0.8715,0.4315
3/10/2022,0.55,0.73,0.16,0.06,2.68,0.44,0.9045,0.4645
3/11/2022,0.5,0.73,0.16,0.06,2.72,0.44,0.895,0.455
3/14/2022,0.71,0.73,0.16,0.06,2.83,0.44,0.9905,0.5505
3/15/2022,0.91,0.73,0.16,0.06,2.87,0.44,1.0685,0.6285
3/16/2022,0.9,0.73,0.16,0.06,2.94,0.44,1.079,0.639
3/17/2022,1.01,0.73,0.16,0.06,2.86,0.44,1.1015,0.6615
3/18/2022,0.8,0.73,0.16,0.06,2.85,0.44,1.026,0.586
3/21/2022,0.79,0.73,0.16,0.06,2.97,0.44,1.0465,0.6065
3/22/2022,0.88,0.73,0.16,0.06,2.98,0.44,1.08,0.64
3/23/2022,0.71,0.73,0.16,0.06,2.93,0.44,1.0105,0.5705
3/24/2022,0.71,0.73,0.16,0.06,2.95,0.44,1.0145,0.5745
3/25/2022,0.75,0.73,0.16,0.06,3.09,0.44,1.0565,0.6165
3/28/2022,0.75,0.73,0.16,0.06,3.11,0.44,1.0605,0.6205
3/29/2022,0.84,0.73,0.16,0.06,3.05,0.44,1.08,0.64
3/30/2022,0.84,0.73,0.16,0.06,3.01,0.44,1.072,0.632
3/31/2022,0.84,0.73,0.16,0.06,2.86,0.44,1.042,0.602
4/1/2022,0.61,0.91,0.16,0.06,2.98,0.76,1.0215,0.2615
4/4/2022,0.86,0.91,0.16,0.06,2.98,0.76,1.109,0.349
4/5/2022,0.86,0.91,0.16,0.06,3.04,0.76,1.121,0.361
