DATE,DCPF3M,IR3TCD01USM156N,IR3TED01USM156N,SNDR,BAMLC1A0C13YEY,TB3MS,BSBY_proxy_3M,TED_new
4/24/2024,5.37,5.32,0.16,0.46,5.61,5.24,4.1355,-1.1045
4/25/2024,5.37,5.32,0.16,0.46,5.66,5.24,4.1455,-1.0945
4/26/2024,5.37,5.32,0.16,0.46,5.65,5.24,4.1435,-1.0965
4/29/2024,5.33,5.32,0.16,0.46,5.63,5.24,4.1255,-1.1145
4/30/2024,5.34,5.32,0.16,0.46,5.68,5.24,4.139,-1.101
5/1/2024,5.34,5.32,0.16,0.45,5.61,5.25,4.124,-1.126
5/2/2024,5.37,5.32,0.16,0.45,5.53,5.25,4.1185,-1.1315
5/3/2024,5.37,5.32,0.16,0.45,5.45,5.25,4.1025,-1.1475
5/6/2024,5.37,5.32,0.16,0.45,5.46,5.25,4.1045,-1.1455
5/7/2024,5.34,5.32,0.16,0.45,5.45,5.25,4.092,-1.158
5/8/2024,5.33,5.32,0.16,0.45,5.47,5.25,4.0925,-1.1575
5/9/2024,5.3,5.32,0.16,0.45,5.45,5.25,4.078,-1.172
5/10/2024,5.3,5.32,0.16,0.45,5.49,5.25,4.086,-1.164
5/13/2024,5.3,5.32,0.16,0.45,5.5,5.25,4.088,-1.162
5/14/2024,5.3,5.32,0.16,0.45,5.46,5.25,4.08,-1.17
5/15/2024,5.29,5.32,0.16,0.45,5.38,5.25,4.0605,-1.1895
5/16/2024,5.29,5.32,0.16,0.45,5.43,5.25,4.0705,-1.1795
5/17/2024,5.29,5.32,0.16,0.45,5.45,5.25,4.0745,-1.1755
5/20/2024,5.26,5.32,0.16,0.45,5.47,5.25,4.068,-1.182
5/21/2024,5.26,5.32,0.16,0.45,5.45,5.25,4.064,-1.186
5/22/2024,5.34,5.32,0.16,0.45,5.49,5.25,4.1,-1.15
5/23/2024,5.3,5.32,0.16,0.45,5.54,5.25,4.096,-1.154
5/24/2024,5.29,5.32,0.16,0.45,5.54,5.25,4.0925,-1.1575
5/27/2024,5.29,5.32,0.16,0.45,5.55,5.25,4.0945,-1.1555
5/28/2024,5.33,5.32,0.16,0.45,5.58,5.25,4.1145,-1.1355
5/29/2024,5.36,5.32,0.16,0.45,5.6,5.25,4.129,-1.121
5/30/2024,5.36,5.32,0.16,0.45,5.55,5.25,4.119,-1.131
5/31/2024,5.33,5.32,0.16,0.45,5.48,5.25,4.0945,-1.1555
6/1/2024,5.33,5.32,0.16,0.45,5.48,5.24,4.0945,-1.1455
6/3/2024,5.33,5.32,0.16,0.45,5.43,5.24,4.0845,-1.1555
6/4/2024,5.37,5.32,0.16,0.45,5.39,5.24,4.0905,-1.1495
6/5/2024,5.37,5.32,0.16,0.45,5.35,5.24,4.0825,-1.1575
6/6/2024,5.27,5.32,0.16,0.45,5.37,5.24,4.0515,-1.1885
6/7/2024,5.28,5.32,0.16,0.45,5.5,5.24,4.081,-1.159
6/10/2024,5.31,5.32,0.16,0.45,5.51,5.24,4.0935,-1.1465
6/11/2024,5.3,5.32,0.16,0.45,5.46,5.24,4.08,-1.16
6/12/2024,5.3,5.32,0.16,0.45,5.4,5.24,4.068,-1.172
6/13/2024,5.29,5.32,0.16,0.45,5.34,5.24,4.0525,-1.1875
6/14/2024,5.27,5.32,0.16,0.45,5.35,5.24,4.0475,-1.1925
6/17/2024,5.22,5.32,0.16,0.45,5.44,5.24,4.048,-1.192
6/18/2024,5.23,5.32,0.16,0.45,5.38,5.24,4.0395,-1.2005
6/19/2024,5.23,5.32,0.16,0.45,5.38,5.24,4.0395,-1.2005
6/20/2024,5.23,5.32,0.16,0.45,5.41,5.24,4.0455,-1.1945
6/21/2024,5.23,5.32,0.16,0.45,5.41,5.24,4.0455,-1.1945
6/24/2024,5.23,5.32,0.16,0.45,5.41,5.24,4.0455,-1.1945
6/25/2024,5.27,5.32,0.16,0.45,5.42,5.24,4.0615,-1.1785
6/26/2024,5.26,5.32,0.16,0.45,5.47,5.24,4.068,-1.172
6/27/2024,5.26,5.32,0.16,0.45,5.44,5.24,4.062,-1.178
6/28/2024,5.26,5.32,0.16,0.45,5.44,5.24,4.062,-1.178
6/30/2024,5.26,5.32,0.16,0.45,5.44,5.24,4.062,-1.178
7/1/2024,5.35,5.32,0.16,0.45,5.46,5.2,4.0975,-1.1025
7/2/2024,5.29,5.32,0.16,0.45,5.43,5.2,4.0705,-1.1295
7/3/2024,5.29,5.32,0.16,0.45,5.37,5.2,4.0585,-1.1415
7/4/2024,5.29,5.32,0.16,0.45,5.36,5.2,4.0565,-1.1435
7/5/2024,5.29,5.32,0.16,0.45,5.28,5.2,4.0405,-1.1595
7/8/2024,5.29,5.32,0.16,0.45,5.3,5.2,4.0445,-1.1555
7/9/2024,5.27,5.32,0.16,0.45,5.3,5.2,4.0375,-1.1625
7/10/2024,5.35,5.32,0.16,0.45,5.3,5.2,4.0655,-1.1345
7/11/2024,5.25,5.32,0.16,0.45,5.19,5.2,4.0085,-1.1915
7/12/2024,5.35,5.32,0.16,0.45,5.13,5.2,4.0315,-1.1685
7/15/2024,5.35,5.32,0.16,0.45,5.13,5.2,4.0315,-1.1685
7/16/2024,5.35,5.32,0.16,0.45,5.11,5.2,4.0275,-1.1725
7/17/2024,5.35,5.32,0.16,0.45,5.12,5.2,4.0295,-1.1705
7/18/2024,5.35,5.32,0.16,0.45,5.16,5.2,4.0375,-1.1625
7/19/2024,5.35,5.32,0.16,0.45,5.19,5.2,4.0435,-1.1565
7/22/2024,5.29,5.32,0.16,0.45,5.2,5.2,4.0245,-1.1755
7/23/2024,5.29,5.32,0.16,0.45,5.17,5.2,4.0185,-1.1815
7/24/2024,5.29,5.32,0.16,0.45,5.16,5.2,4.0165,-1.1835
7/25/2024,5.32,5.32,0.16,0.45,5.17,5.2,4.029,-1.171
7/26/2024,5.32,5.32,0.16,0.45,5.11,5.2,4.017,-1.183
7/29/2024,5.32,5.32,0.16,0.45,5.11,5.2,4.017,-1.183
7/30/2024,5.32,5.32,0.16,0.45,5.09,5.2,4.013,-1.187
7/31/2024,5.3,5.32,0.16,0.45,4.99,5.2,3.986,-1.214
8/1/2024,5.19,5.32,0.16,0.46,4.92,5.05,3.9345,-1.1155
8/2/2024,5.19,5.32,0.16,0.46,4.7,5.05,3.8905,-1.1595
8/5/2024,5.19,5.32,0.16,0.46,4.78,5.05,3.9065,-1.1435
8/6/2024,5.19,5.32,0.16,0.46,4.85,5.05,3.9205,-1.1295
8/7/2024,5.19,5.32,0.16,0.46,4.84,5.05,3.9185,-1.1315
8/8/2024,5.16,5.32,0.16,0.46,4.88,5.05,3.916,-1.134
8/9/2024,5.11,5.32,0.16,0.46,4.88,5.05,3.8985,-1.1515
8/12/2024,5.11,5.32,0.16,0.46,4.85,5.05,3.8925,-1.1575
8/13/2024,5.11,5.32,0.16,0.46,4.77,5.05,3.8765,-1.1735
8/14/2024,5.11,5.32,0.16,0.46,4.77,5.05,3.8765,-1.1735
8/15/2024,5.15,5.32,0.16,0.46,4.87,5.05,3.9105,-1.1395
8/16/2024,5.15,5.32,0.16,0.46,4.83,5.05,3.9025,-1.1475
8/19/2024,5.13,5.32,0.16,0.46,4.83,5.05,3.8955,-1.1545
8/20/2024,5.13,5.32,0.16,0.46,4.77,5.05,3.8835,-1.1665
8/21/2024,5.06,5.32,0.16,0.46,4.71,5.05,3.847,-1.203
8/22/2024,5.06,5.32,0.16,0.46,4.78,5.05,3.861,-1.189
8/23/2024,5.06,5.32,0.16,0.46,4.68,5.05,3.841,-1.209
8/26/2024,5.06,5.32,0.16,0.46,4.7,5.05,3.845,-1.205
8/27/2024,5.06,5.32,0.16,0.46,4.67,5.05,3.839,-1.211
8/28/2024,5.06,5.32,0.16,0.46,4.67,5.05,3.839,-1.211
8/29/2024,5.04,5.32,0.16,0.46,4.69,5.05,3.836,-1.214
8/30/2024,5.04,5.32,0.16,0.46,4.7,5.05,3.838,-1.212
8/31/2024,5.04,5.32,0.16,0.46,4.69,5.05,3.836,-1.214
9/1/2024,5.04,5.32,0.16,0.46,4.69,4.72,3.836,-0.884
9/2/2024,5.04,5.32,0.16,0.46,4.68,4.72,3.834,-0.886
9/3/2024,5.02,5.32,0.16,0.46,4.65,4.72,3.821,-0.899
9/4/2024,5.02,5.32,0.16,0.46,4.56,4.72,3.803,-0.917
9/5/2024,5.02,5.32,0.16,0.46,4.54,4.72,3.799,-0.921
9/6/2024,5.02,5.32,0.16,0.46,4.46,4.72,3.783,-0.937
9/9/2024,4.99,5.32,0.16,0.46,4.47,4.72,3.7745,-0.9455
9/10/2024,4.99,5.32,0.16,0.46,4.41,4.72,3.7625,-0.9575
9/11/2024,4.99,5.32,0.16,0.46,4.45,4.72,3.7705,-0.9495
9/12/2024,5.03,5.32,0.16,0.46,4.45,4.72,3.7845,-0.9355
9/13/2024,5.03,5.32,0.16,0.46,4.39,4.72,3.7725,-0.9475
9/16/2024,5.03,5.32,0.16,0.46,4.35,4.72,3.7645,-0.9555
9/17/2024,5.03,5.32,0.16,0.46,4.38,4.72,3.7705,-0.9495
9/18/2024,5.03,5.32,0.16,0.46,4.4,4.72,3.7745,-0.9455
9/19/2024,4.62,5.32,0.16,0.46,4.35,4.72,3.621,-1.099
9/20/2024,4.64,5.32,0.16,0.46,4.32,4.72,3.622,-1.098
9/23/2024,4.64,5.32,0.16,0.46,4.32,4.72,3.622,-1.098
9/24/2024,4.64,5.32,0.16,0.46,4.28,4.72,3.614,-1.106
9/25/2024,4.64,5.32,0.16,0.46,4.32,4.72,3.622,-1.098
9/26/2024,4.64,5.32,0.16,0.46,4.37,4.72,3.632,-1.088
9/27/2024,4.64,5.32,0.16,0.46,4.31,4.72,3.62,-1.1
9/30/2024,4.64,5.32,0.16,0.46,4.38,4.72,3.634,-1.086
10/1/2024,4.64,5.32,0.16,0.45,4.34,4.51,3.625,-0.885
10/2/2024,4.58,5.32,0.16,0.45,4.36,4.51,3.608,-0.902
10/3/2024,4.58,5.32,0.16,0.45,4.42,4.51,3.62,-0.89
10/4/2024,4.58,5.32,0.16,0.45,4.59,4.51,3.654,-0.856
10/7/2024,4.58,5.32,0.16,0.45,4.64,4.51,3.664,-0.846
10/8/2024,4.57,5.32,0.16,0.45,4.62,4.51,3.6565,-0.8535
10/9/2024,4.57,5.32,0.16,0.45,4.66,4.51,3.6645,-0.8455
10/10/2024,4.54,5.32,0.16,0.45,4.61,4.51,3.644,-0.866
10/11/2024,4.66,5.32,0.16,0.45,4.58,4.51,3.68,-0.83
10/14/2024,4.66,5.32,0.16,0.45,4.58,4.51,3.68,-0.83
10/15/2024,4.66,5.32,0.16,0.45,4.58,4.51,3.68,-0.83
10/16/2024,4.58,5.32,0.16,0.45,4.56,4.51,3.648,-0.862
10/17/2024,4.58,5.32,0.16,0.45,4.6,4.51,3.656,-0.854
10/18/2024,4.58,5.32,0.16,0.45,4.58,4.51,3.652,-0.858
10/21/2024,4.58,5.32,0.16,0.45,4.66,4.51,3.668,-0.842
10/22/2024,4.6,5.32,0.16,0.45,4.68,4.51,3.679,-0.831
10/23/2024,4.68,5.32,0.16,0.45,4.72,4.51,3.715,-0.795
10/24/2024,4.66,5.32,0.16,0.45,4.71,4.51,3.706,-0.804
10/25/2024,4.65,5.32,0.16,0.45,4.74,4.51,3.7085,-0.8015
10/28/2024,4.65,5.32,0.16,0.45,4.76,4.51,3.7125,-0.7975
10/29/2024,4.65,5.32,0.16,0.45,4.74,4.51,3.7085,-0.8015
10/30/2024,4.65,5.32,0.16,0.45,4.79,4.51,3.7185,-0.7915
10/31/2024,4.67,5.32,0.16,0.45,4.8,4.51,3.7275,-0.7825
11/1/2024,4.67,5.32,0.16,0.43,4.85,4.42,3.7355,-0.6845
11/4/2024,4.65,5.32,0.16,0.43,4.8,4.42,3.7185,-0.7015
11/5/2024,4.46,5.32,0.16,0.43,4.82,4.42,3.656,-0.764
11/6/2024,4.46,5.32,0.16,0.43,4.86,4.42,3.664,-0.756
11/7/2024,4.46,5.32,0.16,0.43,4.76,4.42,3.644,-0.776
11/8/2024,4.46,5.32,0.16,0.43,4.8,4.42,3.652,-0.768
11/11/2024,4.46,5.32,0.16,0.43,4.8,4.42,3.652,-0.768
11/12/2024,4.48,5.32,0.16,0.43,4.87,4.42,3.673,-0.747
11/13/2024,4.48,5.32,0.16,0.43,4.82,4.42,3.663,-0.757
11/14/2024,4.45,5.32,0.16,0.43,4.89,4.42,3.6665,-0.7535
11/15/2024,4.47,5.32,0.16,0.43,4.86,4.42,3.6675,-0.7525
11/18/2024,4.47,5.32,0.16,0.43,4.83,4.42,3.6615,-0.7585
11/19/2024,4.47,5.32,0.16,0.43,4.82,4.42,3.6595,-0.7605
11/20/2024,4.47,5.32,0.16,0.43,4.86,4.42,3.6675,-0.7525
11/21/2024,4.56,5.32,0.16,0.43,4.89,4.42,3.705,-0.715
11/22/2024,4.56,5.32,0.16,0.43,4.91,4.42,3.709,-0.711
11/25/2024,4.46,5.32,0.16,0.43,4.8,4.42,3.652,-0.768
11/26/2024,4.55,5.32,0.16,0.43,4.82,4.42,3.6875,-0.7325
11/27/2024,4.58,5.32,0.16,0.43,4.8,4.42,3.694,-0.726
11/28/2024,4.58,5.32,0.16,0.43,4.8,4.42,3.694,-0.726
11/29/2024,4.58,5.32,0.16,0.43,4.75,4.42,3.684,-0.736
11/30/2024,4.58,5.32,0.16,0.43,4.76,4.42,3.686,-0.734
12/1/2024,4.58,5.32,0.16,0.42,4.76,4.27,3.685,-0.585
12/2/2024,4.58,5.32,0.16,0.42,4.77,4.27,3.687,-0.583
12/3/2024,4.58,5.32,0.16,0.42,4.76,4.27,3.685,-0.585
12/4/2024,4.53,5.32,0.16,0.42,4.71,4.27,3.6575,-0.6125
12/5/2024,4.51,5.32,0.16,0.42,4.72,4.27,3.6525,-0.6175
12/6/2024,4.47,5.32,0.16,0.42,4.68,4.27,3.6305,-0.6395
12/9/2024,4.49,5.32,0.16,0.42,4.7,4.27,3.6415,-0.6285
12/10/2024,4.5,5.32,0.16,0.42,4.71,4.27,3.647,-0.623
12/11/2024,4.43,5.32,0.16,0.42,4.72,4.27,3.6245,-0.6455
12/12/2024,4.43,5.32,0.16,0.42,4.75,4.27,3.6305,-0.6395
12/13/2024,4.5,5.32,0.16,0.42,4.8,4.27,3.665,-0.605
12/16/2024,4.48,5.32,0.16,0.42,4.79,4.27,3.656,-0.614
12/17/2024,4.47,5.32,0.16,0.42,4.79,4.27,3.6525,-0.6175
12/18/2024,4.47,5.32,0.16,0.42,4.9,4.27,3.6745,-0.5955
12/19/2024,4.39,5.32,0.16,0.42,4.9,4.27,3.6465,-0.6235
12/20/2024,4.39,5.32,0.16,0.42,4.89,4.27,3.6445,-0.6255
12/23/2024,4.37,5.32,0.16,0.42,4.91,4.27,3.6415,-0.6285
12/24/2024,4.37,5.32,0.16,0.42,4.91,4.27,3.6415,-0.6285
12/25/2024,4.37,5.32,0.16,0.42,4.91,4.27,3.6415,-0.6285
12/26/2024,4.37,5.32,0.16,0.42,4.9,4.27,3.6395,-0.6305
12/27/2024,4.37,5.32,0.16,0.42,4.9,4.27,3.6395,-0.6305
12/30/2024,4.37,5.32,0.16,0.42,4.83,4.27,3.6255,-0.6445
12/31/2024,4.37,5.32,0.16,0.42,4.85,4.27,3.6295,-0.6405
1/1/2025,4.37,5.32,0.16,0.41,4.85,4.21,3.6285,-0.5815
1/2/2025,4.4,5.32,0.16,0.41,4.85,4.21,3.639,-0.571
1/3/2025,4.38,5.32,0.16,0.41,4.87,4.21,3.636,-0.574
1/6/2025,4.35,5.32,0.16,0.41,4.86,4.21,3.6235,-0.5865
1/7/2025,4.32,5.32,0.16,0.41,4.89,4.21,3.619,-0.591
1/8/2025,4.32,5.32,0.16,0.41,4.87,4.21,3.615,-0.595
1/9/2025,4.32,5.32,0.16,0.41,4.86,4.21,3.613,-0.597
1/10/2025,4.27,5.32,0.16,0.41,4.97,4.21,3.6175,-0.5925
1/13/2025,4.27,5.32,0.16,0.41,4.98,4.21,3.6195,-0.5905
1/14/2025,4.27,5.32,0.16,0.41,4.96,4.21,3.6155,-0.5945
1/15/2025,4.27,5.32,0.16,0.41,4.85,4.21,3.5935,-0.6165
1/16/2025,4.33,5.32,0.16,0.41,4.83,4.21,3.6105,-0.5995
1/17/2025,4.33,5.32,0.16,0.41,4.86,4.21,3.6165,-0.5935
1/20/2025,4.33,5.32,0.16,0.41,4.85,4.21,3.6145,-0.5955
1/21/2025,4.31,5.32,0.16,0.41,4.84,4.21,3.6055,-0.6045
1/22/2025,4.33,5.32,0.16,0.41,4.86,4.21,3.6165,-0.5935
1/23/2025,4.29,5.32,0.16,0.41,4.85,4.21,3.6005,-0.6095
1/24/2025,4.29,5.32,0.16,0.41,4.82,4.21,3.5945,-0.6155
1/27/2025,4.29,5.32,0.16,0.41,4.76,4.21,3.5825,-0.6275
1/28/2025,4.29,5.32,0.16,0.41,4.76,4.21,3.5825,-0.6275
1/29/2025,4.27,5.32,0.16,0.41,4.79,4.21,3.5815,-0.6285
1/30/2025,4.38,5.32,0.16,0.41,4.76,4.21,3.614,-0.596
1/31/2025,4.38,5.32,0.16,0.41,4.79,4.21,3.62,-0.59
2/1/2025,4.38,5.32,0.16,0.41,4.79,4.22,3.62,-0.6
2/3/2025,4.35,5.32,0.16,0.41,4.83,4.22,3.6175,-0.6025
2/4/2025,4.35,5.32,0.16,0.41,4.79,4.22,3.6095,-0.6105
2/5/2025,4.26,5.32,0.16,0.41,4.76,4.22,3.572,-0.648
2/6/2025,4.26,5.32,0.16,0.41,4.78,4.22,3.576,-0.644
2/7/2025,4.38,5.32,0.16,0.41,4.85,4.22,3.632,-0.588
2/10/2025,4.38,5.32,0.16,0.41,4.83,4.22,3.628,-0.592
2/11/2025,4.28,5.32,0.16,0.41,4.84,4.22,3.595,-0.625
2/12/2025,4.38,5.32,0.16,0.41,4.89,4.22,3.64,-0.58
2/13/2025,4.38,5.32,0.16,0.41,4.84,4.22,3.63,-0.59
2/14/2025,4.39,5.32,0.16,0.41,4.79,4.22,3.6235,-0.5965
2/17/2025,4.39,5.32,0.16,0.41,4.78,4.22,3.6215,-0.5985
2/18/2025,4.39,5.32,0.16,0.41,4.81,4.22,3.6275,-0.5925
2/19/2025,4.31,5.32,0.16,0.41,4.78,4.22,3.5935,-0.6265
2/20/2025,4.33,5.32,0.16,0.41,4.78,4.22,3.6005,-0.6195
2/21/2025,4.33,5.32,0.16,0.41,4.72,4.22,3.5885,-0.6315
2/24/2025,4.33,5.32,0.16,0.41,4.71,4.22,3.5865,-0.6335
2/25/2025,4.33,5.32,0.16,0.41,4.66,4.22,3.5765,-0.6435
2/26/2025,4.32,5.32,0.16,0.41,4.64,4.22,3.569,-0.651
2/27/2025,4.3,5.32,0.16,0.41,4.64,4.22,3.562,-0.658
2/28/2025,4.39,5.32,0.16,0.41,4.61,4.22,3.5875,-0.6325
3/1/2025,4.39,5.32,0.16,0.41,4.61,4.2,3.5875,-0.6125
3/3/2025,4.39,5.32,0.16,0.41,4.59,4.2,3.5835,-0.6165
3/4/2025,4.3,5.32,0.16,0.41,4.58,4.2,3.55,-0.65
3/5/2025,4.29,5.32,0.16,0.41,4.63,4.2,3.5565,-0.6435
3/6/2025,4.27,5.32,0.16,0.41,4.61,4.2,3.5455,-0.6545
3/7/2025,4.27,5.32,0.16,0.41,4.65,4.2,3.5535,-0.6465
3/10/2025,4.27,5.32,0.16,0.41,4.58,4.2,3.5395,-0.6605
3/11/2025,4.27,5.32,0.16,0.41,4.65,4.2,3.5535,-0.6465
3/12/2025,4.27,5.32,0.16,0.41,4.7,4.2,3.5635,-0.6365
3/13/2025,4.28,5.32,0.16,0.41,4.69,4.2,3.565,-0.635
3/14/2025,4.33,5.32,0.16,0.41,4.73,4.2,3.5905,-0.6095
3/17/2025,4.27,5.32,0.16,0.41,4.74,4.2,3.5715,-0.6285
3/18/2025,4.27,5.32,0.16,0.41,4.72,4.2,3.5675,-0.6325
3/19/2025,4.27,5.32,0.16,0.41,4.65,4.2,3.5535,-0.6465
3/20/2025,4.27,5.32,0.16,0.41,4.62,4.2,3.5475,-0.6525
3/21/2025,4.27,5.32,0.16,0.41,4.62,4.2,3.5475,-0.6525
3/24/2025,4.3,5.32,0.16,0.41,4.69,4.2,3.572,-0.628
3/25/2025,4.35,5.32,0.16,0.41,4.66,4.2,3.5835,-0.6165
3/26/2025,4.35,5.32,0.16,0.41,4.68,4.2,3.5875,-0.6125
3/27/2025,4.28,5.32,0.16,0.41,4.67,4.2,3.561,-0.639
3/28/2025,4.3,5.32,0.16,0.41,4.6,4.2,3.554,-0.646
3/31/2025,4.3,5.32,0.16,0.41,4.61,4.2,3.556,-0.644
4/1/2025,4.26,5.32,0.16,0.41,4.59,4.2,3.538,-0.662
4/2/2025,4.3,5.32,0.16,0.41,4.62,4.2,3.558,-0.642
4/3/2025,4.3,5.32,0.16,0.41,4.52,4.2,3.538,-0.662
4/4/2025,4.32,5.32,0.16,0.41,4.59,4.2,3.559,-0.641
4/7/2025,4.32,5.32,0.16,0.41,4.77,4.2,3.595,-0.605
4/8/2025,4.32,5.32,0.16,0.41,4.72,4.2,3.585,-0.615
4/9/2025,4.29,5.32,0.16,0.41,4.91,4.2,3.6125,-0.5875
4/10/2025,4.35,5.32,0.16,0.41,4.87,4.2,3.6255,-0.5745
4/11/2025,4.35,5.32,0.16,0.41,4.99,4.2,3.6495,-0.5505
4/14/2025,4.35,5.32,0.16,0.41,4.85,4.2,3.6215,-0.5785
4/15/2025,4.39,5.32,0.16,0.41,4.83,4.2,3.6315,-0.5685
4/16/2025,4.39,5.32,0.16,0.41,4.75,4.2,3.6155,-0.5845
4/17/2025,4.39,5.32,0.16,0.41,4.75,4.2,3.6155,-0.5845
4/18/2025,4.39,5.32,0.16,0.41,4.75,4.2,3.6155,-0.5845
4/21/2025,4.34,5.32,0.16,0.41,4.74,4.2,3.596,-0.604
4/22/2025,4.19,5.32,0.16,0.41,4.77,4.2,3.5495,-0.6505
4/23/2025,4.26,5.32,0.16,0.41,4.78,4.2,3.576,-0.624
4/24/2025,4.26,5.32,0.16,0.41,4.7,4.2,3.56,-0.64
4/25/2025,4.37,5.32,0.16,0.41,4.64,4.2,3.5865,-0.6135
4/28/2025,4.37,5.32,0.16,0.41,4.55,4.2,3.5685,-0.6315
4/29/2025,4.38,5.32,0.16,0.41,4.53,4.2,3.568,-0.632
